Key,Source,Context,Max Line Width,English,Francais,German
goGameName,UI,Menu,,Game Name:,,Game Name:
goGameNameDesc,UI,Menu,,"Name of the game, used for saving and displaying on the Game Browser (if hosting a public game). \n\nThe Game Name you give the world is used to set the random world seed.",,"Name of the game, used for saving and displaying on the Game Browser (if hosting a public game). \n\nThe Game Name you give the world is used to set the random world seed."
goGameWorld,UI,Menu,,Game World:,,Game World:
goGameWorldDesc,UI,Menu,,Choose the world you want to play Navezgane or a Randomly Generated World. \n\nThe Game Name you give the world is used to set the random world seed.,,Choose the world you want to play Navezgane or a Randomly Generated World. \n\nThe Game Name you give the world is used to set the random world seed.
goHigh,UI,Menu,,High,,High
goInfinite,UI,Menu,,Infinite,,Infinite
goLandClaimDeadZone,UI,Menu,,Claim Deadzone,,Claim Deadzone
goLandClaimDeadZoneDesc,UI,Menu,,The edge of new land claims cannot be placed closer than this number of blocks from the edge of an enemy player's land claim.,,The edge of new land claims cannot be placed closer than this number of blocks from the edge of an enemy player's land claim.
goLandClaimDeadZoneValue,UI,Menu,,{0} blocks.,,{0} blocks.
goLandClaimDeadZoneValues,UI,Menu,,{0} blocks.,,{0} blocks.
goLandClaimDecayMode,UI,Menu,,Claim Decay Mode,,Claim Decay Mode
goLandClaimDecayModeDesc,UI,Menu,,How a land claim's hardness modifier decays over time.,,How a land claim's hardness modifier decays over time.
goLandClaimDecayModeFast,UI,Menu,,Fast,,Fast
goLandClaimDecayModeNone,UI,Menu,,None,,None
goLandClaimDecayModeSlow,UI,Menu,,Slow,,Slow
goLandClaimDecayModeValue,UI,Menu,,{0},,{0}
goLandClaimDecayModeValues,UI,Menu,,{0},,{0}
goLandClaimExpiryTime,UI,Menu,,Claim Duration,,Claim Duration
goLandClaimExpiryTimeDesc,UI,Menu,,The number of days a player can be offline before their land claims expire.,,The number of days a player can be offline before their land claims expire.
goLandClaimExpiryTimeValue,UI,Menu,,{0} days.,,{0} days.
goLandClaimExpiryTimeValues,UI,Menu,,{0} days.,,{0} days.
goLandClaimNoDeadzone,UI,Menu,,No deadzone.,,No deadzone.
goLandClaimOfflineDurabilityModifier,UI,Menu,,Claim Health Offline,,Claim Health Offline
goLandClaimOfflineDurabilityModifierDesc,UI,Menu,,The hardness modifier applied to land claims for players who are currently offline.,,The hardness modifier applied to land claims for players who are currently offline.
goLandClaimOfflineDurabilityModifierValue,UI,Menu,,{0}x,,{0}x
goLandClaimOfflineDurabilityModifierValues,UI,Menu,,{0}x,,{0}x
goLandClaimOnlineDurabilityModifier,UI,Menu,,Claim Health Online,,Claim Health Online
goLandClaimOnlineDurabilityModifierDesc,UI,Menu,,The hardness modifier applied to land claims for players who are currently online.,,The hardness modifier applied to land claims for players who are currently online.
goLandClaimOnlineDurabilityModifierValue,UI,Menu,,{0}x,,{0}x
goLandClaimOnlineDurabilityModifierValues,UI,Menu,,{0}x,,{0}x
goLandClaimSize,UI,Menu,,Claim Size,,Claim Size
goLandClaimSizeDesc,UI,Menu,,A land claim grants a hardness modifier to all blocks in your claim area. This hardness modifier applies to any attacks or damage to blocks by enemy players. You can control the size of the horizontal area that is protected by a land claim flagstone and all land claims protect their area vertically from sky to bedrock. For example a land claim size of 7 would protect a 7x7 square area from sky to bedrock.,,A land claim grants a hardness modifier to all blocks in your claim area. This hardness modifier applies to any attacks or damage to blocks by enemy players. You can control the size of the horizontal area that is protected by a land claim flagstone and all land claims protect their area vertically from sky to bedrock. For example a land claim size of 7 would protect a 7x7 square area from sky to bedrock.
goLandClaimSizeValue,UI,Menu,,{0} blocks.,,{0} blocks.
goLandClaimSizeValues,UI,Menu,,{0} blocks.,,{0} blocks.
goLootAbundance,UI,Menu,,Loot Abundance,,Loot Abundance
goLootAbundanceDesc,UI,Menu,,The percentage of loot to spawn in containers and on zombies.,,The percentage of loot to spawn in containers and on zombies.
goLootAbundanceValue,UI,Menu,,{0}%,,{0}%
goLootAbundanceValues,UI,Menu,,{0}%,,{0}%
goLootRespawnDays,UI,Menu,,Loot Respawn Time,,Loot Respawn Time
goLootRespawnDaysDesc,UI,Menu,,The number of days for loot to respawn if there are no players around.,,The number of days for loot to respawn if there are no players around.
goLootRespawnDaysValue,UI,Menu,,{0} Day,,{0} Day
goLootRespawnDaysValues,UI,Menu,,{0} Days,,{0} Days
goLootTimer,UI,Menu,,Loot Timer,,Loot Timer
goLootTimerDesc,UI,Menu,,This is the amount of time that it will take to open loot containers. Fast is double speed.,,This is the amount of time that it will take to open loot containers. Fast is double speed.
goLow,UI,Menu,,Low,,Low
goMatchLength,UI,Menu,,Match Length:,,Match Length:
goMatchLengthDesc,UI,Menu,,Match Length is the time length in minutes a match will last.,,Match Length is the time length in minutes a match will last.
goMaxPlayers,UI,Menu,,Max Players:,,Max Players:
goMaxPlayersDesc,UI,Menu,,Maximum amount of simultaneous players that can join your game.,,Maximum amount of simultaneous players that can join your game.
goMedium,UI,Menu,,Medium,,Medium
goMinute,UI,Menu,,{0} Minute,,{0} Minute
goMinutes,UI,Menu,,{0} Minutes,,{0} Minutes
goNightPercentage,UI,Menu,,Perc. of Night,,Perc. of Night
goNightPercentageDesc,UI,Menu,,The percentage of night. A percentage of 50% means equal day and night lengths.,,The percentage of night. A percentage of 50% means equal day and night lengths.
goNightPercentageValue,UI,Menu,,{0}%,,{0}%
goNightPercentageValues,UI,Menu,,{0}%,,{0}%
goNone,UI,Menu,,Nothing,,Nothing
goNormal,UI,Menu,,Normal,,Normal
goNoTimer,UI,Menu,,None,,None
goOff,UI,Menu,,Off,,Off
goOn,UI,Menu,,On,,On
goPassword,UI,Menu,,Game Password,,Game Password
goPasswordDesc,UI,Menu,,"If set, players will have to enter this password to enter the game.",,"If set, players will have to enter this password to enter the game."
goPersistentCharacters,UI,Menu,,Persistent Profiles,,Persistent Profiles
goPersistentCharactersDesc,UI,Menu,,Players must keep their profile they first connected with when set to on. Off allows changing your player profile.,,Players must keep their profile they first connected with when set to on. Off allows changing your player profile.
goPlayer,UI,Menu,,{0} Player,,{0} Player
goPlayerDamageGiven,UI,Menu,,Damage Given,,Damage Given
goPlayerDamageGivenDesc,UI,Menu,,"This is the amount of damage the player deals to non-player enemies.\nVery Low 50%, Low 75%, Medium 100%, High 150%, Very High 200%",,"This is the amount of damage the player deals to non-player enemies.\nVery Low 50%, Low 75%, Medium 100%, High 150%, Very High 200%"
goPlayerDamageRecieved,UI,Menu,,Damage Received,,Damage Received
goPlayerDamageRecievedDesc,UI,Menu,,"This is the amount of damage the player receives from non-player enemies.\nVery Low 50%, Low 75%, Medium 100%, High 150%, Very High 200%",,"This is the amount of damage the player receives from non-player enemies.\nVery Low 50%, Low 75%, Medium 100%, High 150%, Very High 200%"
goPlayers,UI,Menu,,{0} Players,,{0} Players
goPort,UI,Menu,,Game Port:,,Game Port:
goPortDesc,UI,Menu,,The port number others use to connect to your server.,,The port number others use to connect to your server.
goPublic,UI,Menu,,Public/Private,,Public/Private
goPublicDesc,UI,Menu,,Sets if game is registered to the Master Game Server so others can find your game.,,Sets if game is registered to the Master Game Server so others can find your game.
goPublicOff,UI,Menu,,Private Game,,Private Game
goPublicOn,UI,Menu,,Public Game,,Public Game
goRebuildMap,UI,Menu,,Rebuild Map:,,Rebuild Map:
goRebuildMap1,UI,Menu,,Never,,Never
goRebuildMap2,UI,Menu,,End Of Match,,End Of Match
goRebuildMap3,UI,Menu,,Hourly,,Hourly
goRebuildMap4,UI,Menu,,Daily,,Daily
goRebuildMapDesc,UI,Menu,,Map Rebuild Timer.,,Map Rebuild Timer.
goSecond,UI,Menu,,{0} Second,,{0} Second
goSeconds,UI,Menu,,{0} Seconds,,{0} Seconds
goShowPlayersOnMap,UI,Menu,,Show Friend Icons:,,Show Friend Icons:
goShowPlayersOnMapDesc,UI,Menu,,On:\nShow friends icons on the map.\n\nOff:\nDo not show friends icons on the map.,,On:\nShow friends icons on the map.\n\nOff:\nDo not show friends icons on the map.
goToolbelt,UI,Menu,,Toolbelt Only,,Toolbelt Only
goUnlimited,UI,Menu,,Unlimited,,Unlimited
goVeryHigh,UI,Menu,,Very High,,Very High
goVeryLow,UI,Menu,,Very Low,,Very Low
goZombiePlayers,UI,Menu,,Zombie Players:,,Zombie Players:
goZombiePlayersDesc,UI,Menu,,The ability for players to choose to join as a zombie.,,The ability for players to choose to join as a zombie.
goZombiesRun,UI,Menu,,Zombies Run,,Zombies Run
goZombiesRunDesc,UI,Menu,,Sets zombie running and walking conditions. Default is walk day and run night.,,Sets zombie running and walking conditions. Default is walk day and run night.
goZRAlways,UI,Menu,,Always Run,,Always Run
goZRDefault,UI,Menu,,Default,,Default
goZRNever,UI,Menu,,Never Run,,Never Run
ingredient,UI,Menu,,Ingredient,,Ingredient
lblAmbienceVolume,UI,Menu,,Ambient sound volume:,,Ambient sound volume:
lblAntiAliasing,UI,Menu,,Anti Aliasing:,,Anti Aliasing:
lblCheckingVersionWait,UI,Menu,,Checking version...\n(internet connection needed),,Checking version...\n(internet connection needed)
lblChunkViewDistance,UI,Menu,,View Distance:,,View Distance:
lblConnectToServerIP,UI,Menu,,Connect to Server IP:,,Connect to Server IP:
lblConnectToServerPort,UI,Menu,,Port:,,Port:
lblDuplicateGame,UI,Menu,,Duplicate Game Name!,,Duplicate Game Name!
lblEnterLoginInfo,UI,Menu,,Please enter your login information from the website:,,Please enter your login information from the website:
lblEntities,UI,Menu,,Entities:,,Entities:
lblFOV,UI,Menu,,Field of View:,,Field of View:
lblFuel,UI,Menu,,Fuel,,Fuel
lblFullscreen,UI,Menu,,Fullscreen,,Fullscreen
lblGameName,UI,Menu,,Game Name:,,Game Name:
lblGamma,UI,Menu,,Gamma:,,Gamma:
lblGOBackground,UI,Menu,,UI Background Opacity:,,UI Background Opacity:
lblGOForeground,UI,Menu,,UI Foreground Opacity:,,UI Foreground Opacity:
lblGraphicsQuality,UI,Menu,,Graphics Quality:,,Graphics Quality:
lblGrassDistance,UI,Menu,,Grass Distance:,,Grass Distance:
lblHudOpacity,UI,Menu,,HUD Opacity,,HUD Opacity
lblHudOptions,UI,Menu,,HUD Options,,HUD Options
lblHudSize,UI,Menu,,HUD Size,,HUD Size
lblIncomplete,UI,Menu,,Incomplete,,Incomplete
lblLanguage,UI,Menu,,Language:,,Language:
lblLOD,UI,Menu,,LOD Distance,,LOD Distance
lblMetal,UI,Menu,,Material,,Material
lblMicrophoneGain,UI,Menu,,Microphone gain:,,Microphone gain:
lblMold,UI,Menu,,Mold,,Mold
lblMotionBlur,UI,Menu,,Motion Blur:,,Motion Blur:
lblMouseSensitiviy,UI,Menu,,Mouse sensitivity:,,Mouse sensitivity:
lblMusicVolume,UI,Menu,,Music volume:,,Music volume:
lblName,UI,Menu,,Name:,,Name:
lblNoCreateWorld,UI,Menu,,Create World will be available in a future release!,,Create World will be available in a future release!
lblOpening,UI,Menu,,Searching,,Searching
lblOverallVolume,UI,Menu,,Overall sound volume:,,Overall sound volume:
lblPassword,UI,Menu,,Password:,,Password:
lblPressBtn,UI,Menu,,Press Button,,Press Button
lblReflectionDistance,UI,Menu,,Reflection Distance:,,Reflection Distance:
lblReflectionQuality,UI,Menu,,Reflection Quality:,,Reflection Quality:
lblResolution,UI,Menu,,Resolution:,,Resolution:
lblSavedGames,UI,Menu,,Saved Games:,,Saved Games:
lblSeed,UI,Menu,,Seed:,,Seed:
lblSelectWorld,UI,Menu,,Select a World:,,Select a World:
lblServerPort,UI,Menu,,Server Port:,,Server Port:
lblSettingsAvailability,UI,Menu,,*Setting can not be changed while the game is running.,,*Setting can not be changed while the game is running.
lblShadowDistance,UI,Menu,,Shadows Distance:,,Shadows Distance:
lblSize,UI,Menu,,Size:,,Size:
lblSkyQuality,UI,Menu,,Sky Quality:,,Sky Quality:
lblSpawnNearBedroll,UI,Menu,,Spawn near my bed,,Spawn near my bed
lblSpawnOnBedroll,UI,Menu,,Spawn on my bed,,Spawn on my bed
lblSteamAccountInfo,UI,Menu,,Steam Account Information:,,Steam Account Information:
lblTextureQuality,UI,Menu,,Texture Quality:,,Texture Quality:
lblTonemapping,UI,Menu,,Tone Mapping:,,Tone Mapping:
lblTreeQuality,UI,Menu,,Tree Quality:,,Tree Quality:
lblUsername,UI,Menu,,User name:,,User name:
lblUtensil,UI,Menu,,Cookware,,Cookware
lblVersionCheck,UI,Menu,,- Version Check -,,- Version Check -
lblVoiceVolume,UI,Menu,,Voice volume:,,Voice volume:
lblVsync,UI,Menu,,V-Sync:,,V-Sync:
lblWaterQuality,UI,Menu,,Water Quality:,,Water Quality:
msgServer1,UI,Menu,,Server disconnected you:,,Server disconnected you:
msgServer12,UI,Menu,,Your account '{0}' is not activated or no server answer!,,Your account '{0}' is not activated or no server answer!
msgServer19,UI,Menu,,The player name '{0}' already exits on the server! Please choose a different one,,The player name '{0}' already exits on the server! Please choose a different one
msgServer23,UI,Menu,,You are not on the whitelist of the server!,,You are not on the whitelist of the server!
msgServer25,UI,Menu,,Denying command '{0}' from client {1},,Denying command '{0}' from client {1}
msgServer4,UI,Menu,,Game Version Mismatch: you have '{0}' and server has '{1}',,Game Version Mismatch: you have '{0}' and server has '{1}'
msgServer6,UI,Menu,,Too many players on the server! Allowed: {0},,Too many players on the server! Allowed: {0}
msgServer7,UI,Menu,,'{0}' has been banned until {1}.\nReason: {2},,'{0}' has been banned until {1}.\nReason: {2}
msgServer8,UI,Menu,,Denying player with duplicate name '{0}',,Denying player with duplicate name '{0}'
passcodeAccepted,UI,Menu,,Passcode Accepted,,Passcode Accepted
passcodeRejected,UI,Menu,,Passcode Rejected,,Passcode Rejected
passcodeRemoved,UI,Menu,,Passcode Access Disabled,,Passcode Access Disabled
passcodeSet,UI,Menu,,Passcode Changed,,Passcode Changed
repairWeapon,UI,Menu,,Repair Weapon,,Repair Weapon
scrapRepair,UI,Menu,,Scrap and Repair,,Scrap and Repair
searchResults,UI,Menu,,Search Results,,Search Results
searchText,UI,Menu,,Search...,,Search...
spnZombieHordeApproaching,UI,Menu,,NEW HORDE,,NEW HORDE
tooltipLocked,UI,Menu,,<{0}> Use {1} (Locked),,<{0}> Use {1} (Locked)
tooltipUnlocked,UI,Menu,,<{0}> Use {1} (Unlocked),,<{0}> Use {1} (Unlocked)
useBlock,UI,Menu,,<{0}> Use {1},,<{0}> Use {1}
uses,UI,Menu,,Uses,,Uses
vacText,UI,Menu,,This is an EasyAntiCheat protected server. Cheating will not be tolerated and will result in an EAC kick/ban.,,This is an EasyAntiCheat protected server. Cheating will not be tolerated and will result in an EAC kick/ban.
vacTitle,UI,Menu,,EasyAntiCheat Warning,,EasyAntiCheat Warning
armLength,UI,Menu UMA,,Arm Length,,Arm Length
armWidth,UI,Menu UMA,,Arm Width,,Arm Width
belly,UI,Menu UMA,,Belly,,Belly
breastSize,UI,Menu UMA,,Chest Size,,Chest Size
btnOptionsProfiles,UI,Menu UMA,,Player Profiles,,Player Profiles
btnRandomize,UI,Menu UMA,,Randomize,,Randomize
btnSave,UI,Menu UMA,,Save,,Save
cheekPosition,UI,Menu UMA,,Cheek Position,,Cheek Position
cheekSize,UI,Menu UMA,,Cheek Size,,Cheek Size
chinPosition,UI,Menu UMA,,Chin Position,,Chin Position
chinPronounced,UI,Menu UMA,,Chin Pronounced,,Chin Pronounced
chinSize,UI,Menu UMA,,Chin Size,,Chin Size
earsPosition,UI,Menu UMA,,Ear Position,,Ear Position
earsRotation,UI,Menu UMA,,Ear Rotation,,Ear Rotation
earsSize,UI,Menu UMA,,Ear Size,,Ear Size
eyeColor,UI,Menu UMA,,Eye Color,,Eye Color
eyeRotation,UI,Menu UMA,,Eye Rotation,,Eye Rotation
eyeSize,UI,Menu UMA,,Eye Size,,Eye Size
feetSize,UI,Menu UMA,,Foot Size,,Foot Size
forearmLength,UI,Menu UMA,,Forearm Length,,Forearm Length
forearmWidth,UI,Menu UMA,,Forearm Width,,Forearm Width
foreheadPosition,UI,Menu UMA,,Forehead Position,,Forehead Position
foreheadSize,UI,Menu UMA,,Forehead Size,,Forehead Size
gluteusSize,UI,Menu UMA,,Gluteus Size,,Gluteus Size
hairColor,UI,Menu UMA,,Hair Color,,Hair Color
handsSize,UI,Menu UMA,,Hand Size,,Hand Size
headSize,UI,Menu UMA,,Head Size,,Head Size
headWidth,UI,Menu UMA,,Head Width,,Head Width
height,UI,Menu UMA,,Height,,Height
jawsPosition,UI,Menu UMA,,Jaw Position,,Jaw Position
jawsSize,UI,Menu UMA,,Jaw Size,,Jaw Size
lblConfirmProfileDelete,UI,Menu UMA,,Are you sure you want to delete this profile?,,Are you sure you want to delete this profile?
lblCreateProfile,UI,Menu UMA,,Create New,,Create New
lblDelete,UI,Menu UMA,,Delete,,Delete
lblEdit,UI,Menu UMA,,Edit,,Edit
lblFemale,UI,Menu UMA,,Female,,Female
lblMale,UI,Menu UMA,,Male,,Male
lblNoProfile,UI,Menu UMA,,You do not have any profile selected. Please create and/or select one.,,You do not have any profile selected. Please create and/or select one.
lblOk,UI,Menu UMA,,Ok,,Ok
lblProfileName,UI,Menu UMA,,Profile Name,,Profile Name
legSeparation,UI,Menu UMA,,Leg Separation,,Leg Separation
legsSize,UI,Menu UMA,,Leg Size,,Leg Size
lipsSize,UI,Menu UMA,,Lip Size,,Lip Size
lowCheekPosition,UI,Menu UMA,,Lower Cheek Position,,Lower Cheek Position
lowCheekPronounced,UI,Menu UMA,,Lower Cheek Pronounced,,Lower Cheek Pronounced
lowerMuscle,UI,Menu UMA,,Lower Muscle,,Lower Muscle
lowerWeight,UI,Menu UMA,,Lower Weight,,Lower Weight
mandibleSize,UI,Menu UMA,,Mandible Size,,Mandible Size
mouthSize,UI,Menu UMA,,Mouth Size,,Mouth Size
neckThickness,UI,Menu UMA,,Neck,,Neck
noseCurve,UI,Menu UMA,,Nose Curve,,Nose Curve
noseFlatten,UI,Menu UMA,,Nose Flatten,,Nose Flatten
noseInclination,UI,Menu UMA,,Nose Inclination,,Nose Inclination
nosePosition,UI,Menu UMA,,Nose Position,,Nose Position
nosePronounced,UI,Menu UMA,,Nose Pronounced,,Nose Pronounced
noseSize,UI,Menu UMA,,Nose Size,,Nose Size
noseWidth,UI,Menu UMA,,Nose Width,,Nose Width
skinColor,UI,Menu UMA,,Skin Color,,Skin Color
upperMuscle,UI,Menu UMA,,Upper Muscle,,Upper Muscle
upperWeight,UI,Menu UMA,,Upper Weight,,Upper Weight
waist,UI,Menu UMA,,Waist,,Waist
alreadyKnown,UI,Tooltip,,知っている全てのﾚｼﾋﾟ,,All Recipes Already Known
lblAll,UI,Tooltip,,全て,,All
lblAllBlocks,UI,Tooltip,,全てのブロック,,All Blocks
lblAllItems,UI,Tooltip,,全てのアイテム,,All Items
lblCategoryAmmoWeapons,UI,Tooltip,,弾薬/武器,,Ammo/Weapons
lblCategoryBasics,UI,Tooltip,,基本,,Basics
lblCategoryBuilding,UI,Tooltip,,建築,,Building
lblCategoryChemicals,UI,Tooltip,,科学,,Chemicals
lblCategoryClothing,UI,Tooltip,,裁縫,,Clothing
lblCategoryDecorMisc,UI,Tooltip,,装飾/その他,,Decor/Miscellaneous
lblCategoryFoodCooking,UI,Tooltip,,食料/調理,,Food/Cooking
lblCategoryMedicine,UI,Tooltip,,医薬品,,Medicine
lblCategoryResources,UI,Tooltip,,リソース,,Resources
lblCategoryToolsTraps,UI,Tooltip,,ツール/トラップ,,Tools/Traps
lblChestArmor,UI,Tooltip,,鎧,,Chest Armor
lblDevBlocks,UI,Tooltip,,Dev Blocks On,,Dev Blocks On
lblEyewear,UI,Tooltip,,目元,,Eyewear
lblFace,UI,Tooltip,,顔面,,Face
lblFootwear,UI,Tooltip,,靴,,Footwear
lblGloves,UI,Tooltip,,手袋,,Gloves
lblHeadgear,UI,Tooltip,,頭,,Headgear
lblLegArmor,UI,Tooltip,,足,,Leg Armor
lblLevel,UI,Tooltip,,LEVEL: {0},,LEVEL: {0}
lblOvercoat,UI,Tooltip,,防寒具,,Overcoat
lblPants,UI,Tooltip,,ズボン,,Pants
lblPartStackMissing,UI,Tooltip,,[Missing {0}],,[Missing {0}]
lblShirt,UI,Tooltip,,シャツ,,Shirt
lblSimpleClick,UI,Tooltip,,Simple Click,,Simple Click
lblSkillReqPlayerLevel,UI,Tooltip,,Player Level {0},,Player Level {0}
lblTotalItems,UI,Tooltip,,{0} TOTAL,,{0} TOTAL
notHungry,UI,Tooltip,,You are not hungry.,,You are not hungry.
notHurt,UI,Tooltip,,You are not hurt.,,You are not hurt.
notThirsty,UI,Tooltip,,You are not thirsty.,,You are not thirsty.
questunavailable,UI,Tooltip,,You cannot accept this quest at this time.,,You cannot accept this quest at this time.
tooltipInviteEveryone,UI,Tooltip,,Shared marker {0} to everyone.,,Shared marker {0} to everyone.
tooltipInviteFriends,UI,Tooltip,,Shared marker {0} with allies.,,Shared marker {0} with allies.
tooltipInviteMarker,UI,Tooltip,,Player {0} shared marker {1} with you.,,Player {0} shared marker {1} with you.
ttCampfireCannotCook,UI,Tooltip,,You cannot cook this item.,,You cannot cook this item.
ttCampfireFuelRequired,UI,Tooltip,,A fuel source is required to cook.,,A fuel source is required to cook.
ttCampfireIngredientsRequired,UI,Tooltip,,Ingredients are required to cook an item.,,Ingredients are required to cook an item.
ttCampfireUtensilRequired,UI,Tooltip,,"A sharp stick, cooking pot, cooking grill, or beaker is required to cook an item.",,"A sharp stick, cooking pot, cooking grill, or beaker is required to cook an item."
ttCharacterLevelBody,UI,Tooltip,,{0}/{1} XP\n,,{0}/{1} XP\n
ttCharacterLevelHeader,UI,Tooltip,,Level Progress,,Level Progress
ttForgeFuelRequired,UI,Tooltip,,A fuel source is required to heat the forge.,,A fuel source is required to heat the forge.
ttForgeMetalRequired,UI,Tooltip,,More of this material is required to forge items.,,More of this material is required to forge items.
ttForgeMoldRequired,UI,Tooltip,,A clay mold is required to forge an item.,,A clay mold is required to forge an item.
ttGFXSET_AA_b,UI,Tooltip,,Removes jagged edges from object.\nPerformance Impact: Medium\n,,Removes jagged edges from object.\nPerformance Impact: Medium\n
ttGFXSET_AA_h,UI,Tooltip,,Anti-Aliasing,,Anti-Aliasing
ttGFXSET_Bloom_b,UI,Tooltip,,A glow around brighter highlights.\nPerformance Impact: Medium\n,,A glow around brighter highlights.\nPerformance Impact: Medium\n
ttGFXSET_Bloom_h,UI,Tooltip,,Bloom,,Bloom
ttGFXSET_DOF_b,UI,Tooltip,,Distant objects get blurred.\nPerformance Impact: Medium\n,,Distant objects get blurred.\nPerformance Impact: Medium\n
ttGFXSET_DOF_h,UI,Tooltip,,Depth of Field,,Depth of Field
ttGFXSET_DynamicContrast_b,UI,Tooltip,,Performs a contrast filter over each pixel.\nPerformance Impact: Medium\n,,Performs a contrast filter over each pixel.\nPerformance Impact: Medium\n
ttGFXSET_DynamicContrast_h,UI,Tooltip,,Dynamic Contrast,,Dynamic Contrast
ttGFXSET_FOV_b,UI,Tooltip,,How wide your view angle is.\nPerformance Impact: Low\n,,How wide your view angle is.\nPerformance Impact: Low\n
ttGFXSET_FOV_h,UI,Tooltip,,Field of View,,Field of View
ttGFXSET_Fullscreen_b,UI,Tooltip,,Run the game in fullscreen or windowed mode.\nPerformance Impact: Medium\n,,Run the game in fullscreen or windowed mode.\nPerformance Impact: Medium\n
ttGFXSET_Fullscreen_h,UI,Tooltip,,Fullscreen,,Fullscreen
ttGFXSET_Gamma_b,UI,Tooltip,,How bright the game is.\nPerformance Impact: None\n,,How bright the game is.\nPerformance Impact: None\n
ttGFXSET_Gamma_h,UI,Tooltip,,Gamma,,Gamma
ttGFXSET_GOBackground_b,UI,Tooltip,,UI wallpaper/background opacity/transparency.\nPerformance Impact: Very Low\n,,UI wallpaper/background opacity/transparency.\nPerformance Impact: Very Low\n
ttGFXSET_GOBackground_h,UI,Tooltip,,UI Background Opacity,,UI Background Opacity
ttGFXSET_GOForeground_b,UI,Tooltip,,UI outlines and text opacity/transparency.\nPerformance Impact: Very Low\n,,UI outlines and text opacity/transparency.\nPerformance Impact: Very Low\n
ttGFXSET_GOForeground_h,UI,Tooltip,,UI Foreground Opacity,,UI Foreground Opacity
ttGFXSET_GraphicsQuality_b,UI,Tooltip,,Overall Graphics Quality.  Changes almost all settings. \nPerformance Impact: Very High\n,,Overall Graphics Quality.  Changes almost all settings. \nPerformance Impact: Very High\n
ttGFXSET_GraphicsQuality_h,UI,Tooltip,,Graphics Quality,,Graphics Quality
ttGFXSET_GrassDistance_b,UI,Tooltip,,The maximum distance at which you can see grass.\nPerformance Impact: Medium\n,,The maximum distance at which you can see grass.\nPerformance Impact: Medium\n
ttGFXSET_GrassDistance_h,UI,Tooltip,,Grass Distance,,Grass Distance
ttGFXSET_HudOpacity_b,UI,Tooltip,,Opacity of in-game heads up display (HUD).\nPerformance Impact: None\n,,Opacity of in-game heads up display (HUD).\nPerformance Impact: None\n
ttGFXSET_HudOpacity_h,UI,Tooltip,,HUD Opacity,,HUD Opacity
ttGFXSET_HudSize_b,UI,Tooltip,,The size of the heads up display (HUD) in-game.\nPerformance Impact: None\n,,The size of the heads up display (HUD) in-game.\nPerformance Impact: None\n
ttGFXSET_HudSize_h,UI,Tooltip,,HUD Size,,HUD Size
ttGFXSET_ImageEffects_b,UI,Tooltip,,Use advanced image effects like Bloom and Anti-Aliasing.\nPerformance Impact: Medium\n,,Use advanced image effects like Bloom and Anti-Aliasing.\nPerformance Impact: Medium\n
ttGFXSET_ImageEffects_h,UI,Tooltip,,Image Effects,,Image Effects
ttGFXSET_LOD_b,UI,Tooltip,,The overall maximum level of detail at which the world is displayed.\nPerformance Impact: High\n,,The overall maximum level of detail at which the world is displayed.\nPerformance Impact: High\n
ttGFXSET_LOD_h,UI,Tooltip,,Level of Detail,,Level of Detail
ttGFXSET_MotionBlur_b,UI,Tooltip,,Quality level of motion blur (more pixel samples & smoothing).\nPerformance Impact: High\n,,Quality level of motion blur (more pixel samples & smoothing).\nPerformance Impact: High\n
ttGFXSET_MotionBlur_h,UI,Tooltip,,Motion Blur,,Motion Blur
ttGFXSET_ReflectedShadows_b,UI,Tooltip,,Shadows are processed and displayed inside reflections.\nPerformance Impact: High\n,,Shadows are processed and displayed inside reflections.\nPerformance Impact: High\n
ttGFXSET_ReflectedShadows_h,UI,Tooltip,,Reflected Shadows,,Reflected Shadows
ttGFXSET_ReflectionDistance_b,UI,Tooltip,,The maximum distance at which you can see reflections.\nPerformance Impact: Very High\n,,The maximum distance at which you can see reflections.\nPerformance Impact: Very High\n
ttGFXSET_ReflectionDistance_h,UI,Tooltip,,Reflection Distance,,Reflection Distance
ttGFXSET_ReflectionQuality_b,UI,Tooltip,,How clear reflections are. Provides more realistic lighting.\nPerformance Impact: Very High\n,,How clear reflections are. Provides more realistic lighting.\nPerformance Impact: Very High\n
ttGFXSET_ReflectionQuality_h,UI,Tooltip,,Reflection Quality,,Reflection Quality
ttGFXSET_Resolution_b,UI,Tooltip,,Sets the screen resolution at which the game is displayed.\nPerformance Impact: Very High\n,,Sets the screen resolution at which the game is displayed.\nPerformance Impact: Very High\n
ttGFXSET_Resolution_h,UI,Tooltip,,Display Resolution,,Display Resolution
ttGFXSET_ShadowDistance_b,UI,Tooltip,,Quality and distance of object shadows.\nPerformance Impact: High\n,,Quality and distance of object shadows.\nPerformance Impact: High\n
ttGFXSET_ShadowDistance_h,UI,Tooltip,,Shadow Distance,,Shadow Distance
ttGFXSET_ShowCompass_b,UI,Tooltip,,Turn the in-game compass on/off.\nPerformance Impact: None\n,,Turn the in-game compass on/off.\nPerformance Impact: None\n
ttGFXSET_ShowCompass_h,UI,Tooltip,,Show Compass,,Show Compass
ttGFXSET_ShowCrosshair_b,UI,Tooltip,,Turn the in-game crosshair on/off.\nPerformance Impact: None\n,,Turn the in-game crosshair on/off.\nPerformance Impact: None\n
